r_phase, v_phase
0.1000000000000000,2.0000000000000000
0.1019852241414660,1.9766504182632143
0.1039047127138580,1.8280378477173045
0.1056568562148481,1.7988691739010969
0.1074385066764903,1.6725480950188421
0.1091294973642423,1.6161558576422430
0.1106860395313833,1.5964744130414861
0.1121745583036972,1.3841842158665003
0.1134403485402717,1.2385984485682888
0.1146047578061016,1.0090794684131652
0.1155406126425797,0.9039724386210410
0.1164289319438734,0.8006825908789202
0.1171264621034201,0.6899772219286568
0.1177943499529576,0.6671230871113583
0.1184052447017216,0.6484563263562921
0.1190649746811880,0.5630586267889196
0.1195790189793602,0.5202676047529985
0.1200733104246828,0.4552909482916019
0.1204479316150258,0.2734329682693432
0.1206478728832093,0.1228718360542059
0.1207972628362292,0.2271959853621518
0.1209121190516386,0.1009246281816789
0.1210212254815302,0.0281317631362134
0.1210038622678910,-0.0966939533471547
0.1207978769024795,-0.1587814012937966
0.1206702888453148,-0.1159192811812532
0.1205444232294973,-0.1720277739475677
0.1203341737764317,-0.1928373711304726
0.1202339632204521,-0.1252990032511411
0.1201726480758068,-0.0271049091755738
0.1200972644171099,-0.0318058171753060
0.1200162544698102,-0.1092961177815689
0.1198596713075208,-0.2049176781921856
0.1196427964507523,-0.2399359828850299
0.1194023716427490,-0.2614858561425979
0.1190833799213200,-0.2906107594125913
0.1187823345082938,-0.3549456321493863
0.1184620870807731,-0.3096342296986235
0.1182739960769876,-0.2211471998768601
0.1180352088192226,-0.3466014581356450
0.1176279943587454,-0.5188806396933914
0.1170641026894452,-0.5729956111267291
0.1165138819580973,-0.5841518229297010
0.1159200182654269,-0.4936852686404349
0.1154665957179769,-0.4047225319825944
0.1150721606578111,-0.3825721329635626
0.1146491566068533,-0.4398385974183648
0.1141484675078622,-0.4848312071491231
0.1136474512222237,-0.5592500072824923
0.1130914739873102,-0.4967459325933332
0.1126388023800372,-0.4663939154369571
0.1121247191258117,-0.5793066242350203
0.1114930994583068,-0.5834945902334470
0.1108526201273063,-0.5053991340691545
0.1103827329208052,-0.3931172807420873
0.1099617241962164,-0.4014055630151896
0.1095579396146197,-0.3530456164270668
0.1092885322060920,-0.3031660234327395
0.1089850800580408,-0.4436372227570486
0.1085412102402936,-0.5468535885087396
0.1080198994059113,-0.6045615112860406
0.1073772256883304,-0.6191258690630788
0.1067377168725172,-0.6672762734125410
0.1060857684642666,-0.7555392888397140
0.1053775452970203,-0.7452362823173000
0.1046574084401554,-0.6999721471769248
0.1039715881754234,-0.6895540521767226
0.1032192307408655,-0.7489646019794689
0.1024275809544276,-0.8398750709282107
0.1015468065234285,-0.8645727809027376
0.1007333013363388,-0.8309548151698820
0.0998302943908617,-1.0120690898225195
0.0988619194273156,-0.8748935874063749
0.0979717538216956,-1.0134277960258047
0.0968556506803603,-1.1024212751217017
0.0957046145807359,-1.1387087676613286
0.0945621802392775,-1.1881724852715876
0.0934574359531678,-1.0577121042147029
0.0923100261586744,-1.1213763307999334
0.0911443279518021,-1.2444326918140942
0.0899051501670181,-1.3413239553418213
0.0885617851057736,-1.3492668588213577
0.0872716137272002,-1.3046848057886271
0.0859341833251677,-1.3576637942182324
0.0846120889989039,-1.2872177447934330
0.0832825908705939,-1.3541692949680473
0.0819710220206474,-1.2997169505842499
0.0805475383047180,-1.3746774838858538
0.0792185207840238,-1.2559119277757329
0.0780286700120874,-1.2555562308457535
0.0768623101410683,-1.1821609784477154
0.0756804193330160,-1.1635896837686208
0.0745325391991975,-1.2069760778663974
0.0732970412694353,-1.1944080928675012
0.0721221410628448,-1.1322224167795278
0.0708539869725803,-1.2471897794226876
0.0695940479036768,-1.2699800213068166
0.0683480478345686,-1.2935451004562193
0.0670892818526514,-1.2557464235890028
0.0657760231212646,-1.3244785943641237
0.0645131780903575,-1.2723686514295396
0.0633549925938486,-1.2400050617576386
0.0622103403648980,-1.1802090161272700
0.0610375528821069,-1.2250386744188284
0.0597655755924494,-1.2602628210811273
0.0584557518145732,-1.3286447815440943
0.0570956698604883,-1.3680624025349175
0.0557255135035795,-1.3310614286267548
0.0544158224026605,-1.3208797894969384
0.0530978547219089,-1.3447973455887561
0.0516943379331469,-1.3509011104172530
0.0502997098240539,-1.2815927569120475
0.0490361294091633,-1.2035782075311925
0.0478730620501884,-1.1973214516002078
0.0466689555455485,-1.2450341128506728
0.0453818789675337,-1.2555621130013426
0.0441053999649240,-1.2534294308015554
0.0428826426931985,-1.1494144645585358
0.0416553993468989,-1.2277343373845251
0.0404738456478434,-1.1783671414084951
0.0393433004261031,-1.1477750293125910
0.0381978463982736,-1.2044532117020417
0.0370130204314158,-1.1052039512163667
0.0358716316933965,-1.1467793442847209
0.0346966216330792,-1.1796927353705324
0.0334993550084505,-1.2210794939598730
0.0322097788347624,-1.2826640108622978
0.0309360048388228,-1.2415788252988793
0.0297438014246224,-1.1284247257051323
0.0286186737432998,-1.0675922765442409
0.0274647222369728,-1.0825931480711815
0.0263577831302285,-1.0611792397744133
0.0253028957723051,-1.1414973487499951
0.0241417010495175,-1.0613365953971863
0.0230919388936941,-1.0068312566563606
0.0220355890574094,-0.9685364765716108
0.0210121206825242,-1.0211869680397869
0.0199944926385046,-0.9806133581414024
0.0190290903065677,-0.9227299616518805
0.0181958592687894,-0.7431667129034283
0.0174931303521948,-0.5922740244677169
