r_phase, v_phase
0.1000000000000000,2.0000000000000000
0.1020022369683013,1.9739860044251829
0.1039723056298407,1.9508656786119178
0.1058691341835335,1.8975804848863356
0.1076696671949203,1.7014338905274102
0.1093387076356672,1.6850316027495968
0.1109600488395118,1.6080513913469103
0.1125467920993239,1.5783214441927886
0.1140893432878575,1.4989715126350314
0.1155636667325506,1.4739407161232303
0.1170149729270953,1.4272428379200319
0.1184371010359316,1.3986368780394633
0.1198237845755764,1.3049696580084866
0.1210759604739452,1.2146375723760838
0.1222676154785598,1.1896655416187787
0.1233902795656381,1.0709821088599105
0.1244716374250396,1.0249258883736818
0.1254571111799154,0.9537543898427910
0.1264093576383233,0.9375442606097357
0.1272931747783225,0.9008105890055942
0.1281662632948374,0.8935267224915878
0.1290095352628869,0.8232705481417283
0.1298383019375136,0.8053864611618100
0.1305667635491634,0.6929003028916630
0.1311910796950635,0.5687129986654610
0.1317078712840678,0.4798157293552627
0.1321882119619831,0.4761331178612504
0.1325966528595888,0.4345403092088799
0.1330046599952568,0.3493085181231537
0.1333547513259832,0.2903831067776913
0.1336082078590860,0.2217389196228634
0.1337891551408081,0.1195152278363330
0.1339337074494606,0.0980137718638940
0.1340070025800960,0.0741328148253498
0.1340892805458247,0.0753938012697068
0.1341158036353994,-0.0259014127258127
0.1340722922542289,-0.0611782627488488
0.1339796479349870,-0.1153097901111725
0.1338020106323146,-0.1822041433372758
0.1335640941629609,-0.2450628617535767
0.1332744003094331,-0.3062347286468314
0.1329403068786441,-0.3798533517429163
0.1325645028420054,-0.3775014710336446
0.1321315827823733,-0.4701680541001242
0.1316277770592253,-0.5099561147740714
0.1311407200010651,-0.5001239808499482
0.1306410805146640,-0.4972091779538528
0.1301386219333896,-0.5375826245969324
0.1295606554510463,-0.5776193531555431
0.1288954022190508,-0.6806680325060732
0.1282360788999175,-0.6819378284893962
0.1275657494736275,-0.6673823350815888
0.1268941510241038,-0.7010296485775327
0.1261583092564283,-0.7599342992237519
0.1253730730384983,-0.8561323764929855
0.1244503989852417,-0.9340424230775293
0.1235043921772767,-0.9640101356405413
0.1225249666266080,-0.9744966925210404
0.1215375537534539,-0.9893666918486098
0.1204972993513365,-1.0609121842419966
0.1193656644059844,-1.1993047642516064
0.1181390191142476,-1.2831112157747442
0.1168037708755909,-1.3581821550712030
0.1154344033284874,-1.3501085907221824
0.1140592357838335,-1.3960375533484020
0.1126553239332577,-1.3835829400779032
0.1112518618958380,-1.4421334723400916
0.1097949062216137,-1.4056895082915046
0.1084170462534300,-1.4086817374343581
0.1069978264885895,-1.3927922592477435
0.1055615879424274,-1.4514545953385642
0.1040822874443841,-1.5232766774864805
0.1025355908132061,-1.5650860771690773
0.1009694170487229,-1.6207566307240018
0.0992936938815433,-1.7037207893665565
0.0976297494907276,-1.6219218395548347
